,date,content,higher_order,higher_order_e,网管办,网监,boss_order,boss_order_e,老沉,陈彤,老陈,info_action,info_action_e,行动性,煽动,surveillance,surveillance_e,上报,discussion_protect,discussion_protect_e,攻击,攻击.*党,攻击.*政府,攻击.*领导人,攻击.*制度,person_p,person_p_e,习近平,温家宝,温,薄熙来,近平,温家,周永康,习,胡锦涛,江泽民,person_y,person_y_e,陈光诚,person_b,person_b_e,foreign,foreign_e,美国,香港,sina,sina_e,新浪,person,org,gpe,person_n,org_n,gpe_n
1344,2012年4月4日,北京国安与日本东京，球迷大横幅：钓鱼岛是中国的 相关内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['日本'],1,0,0,[],0,0,[],['北京国安'],"['中国', '日本东京']",0,1,2
1343,2012年4月4日,听李小琳讲道德，听于丹讲论语，听于秋雨讲文化，听申纪兰讲忠诚，听张海迪讲自强，听倪萍讲姥姥，听姜昆讲段子，听司马南讲打假，听芮成钢讲公良，听周其凤讲理想，听温家宝讲觉醒，听习近平讲党风，听胡锦涛讲稳定.还想听吗?那再听听方舟子绕舌头，韩寒讲革命吧！应有尽有，好个中华大课堂呀&#160;! 段子 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['习近平', '温家宝', '温', '近平', '温家', '习', '胡锦涛']",1,1,1,1,0,1,1,0,1,1,0,"['方舟子', '韩寒']",1,0,"['倪萍', '李小琳', '张海迪', '姜昆', '司马南']",1,[],0,0,0,[],0,0,"['韩寒', '马南', '温家宝', '张海迪', '周', '倪萍', '李小琳', '姜昆', '胡锦涛']",[],[],9,0,0
1342,2012年4月4日,北京日报 “总书记”并非凌驾于党的中央 相关内容微博，纯转新闻的也清理，,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['北京日报', '中央']",[],0,2,0
1341,2012年4月4日,[URL];topnav=1&amp;topsug=1 清理下攻击温家宝的 这个清理交接给白班的清查组，务必好好清理下,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,['攻击'],1,1,0,0,0,0,"['温家宝', '温', '温家']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['温家宝', '清查组']",[],[],2,0,0
1340,2012年4月4日,福田公墓为杨佳扫墓的10名访民被抓，相关内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1345,2012年4月4日,微博中说王健林涉及薄熙来事件的全部私密处理，谈论以前有关他们之间的报道的不必处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['薄熙来'],1,0,0,0,1,0,0,0,0,0,0,[],0,0,['王健林'],1,[],0,0,0,[],0,0,"['王健林', '薄熙来']",[],[],2,0,0
1354,2012年4月5日,重庆货车载万发炮弹赴吉林在湖北被查获 相关内容微博中私密处理 重点用户报备.,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['湖北', '吉林', '重庆']",0,0,3
1355,2012年4月5日,[URL] 目前出辟谣的新闻了，转发纯辟谣新闻的内容不处理. 之前发的跟辟谣新闻不一致的还是要处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1356,2012年4月5日,[URL] 先不处理 发给新闻中心去求证了,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1357,2012年4月5日,网管办要求全面清理3月31日《北京日报》第17版稿件《我党最高领导人何时称“总书记”》（汪云生）。相关内容见到私密，重要用户报一下,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['汪云生'],['北京日报'],[],1,1,0
1358,2012年4月5日,肖勇等人在广州街头举牌呼吁官员公布财产的相关内容，微博见到行动性煽动性以及号召营救的内容私密处理，同时上报负责人，添加新关键字。,[],0,0,0,[],0,0,0,0,"['行动性', '煽动']",1,1,1,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['广州'],0,0,1
1359,2012年4月5日,[URL] 湖北查获一重庆红色货车 载上万发爆破弹和穿甲弹! zOK50lK 微博中这个内容注意，凡是将此事联系薄熙来以及高层领导政治斗争或者政变类的内容，私密处理，过激内容可直接删除，单说新闻的没事,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['薄熙来'],1,0,0,0,1,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['薄熙来', 'zOK']",[],"['湖北', '重庆']",2,0,2
1361,2012年4月6日,【段子】 2012年3月22日始，中国中央电视台迫于网络舆论压力，不得不将《新闻联播》节目延长至一个小时，每天晚上在节目固定时间播出9位中共中央政治局常委当天的活动 情况，每位常委时长不低于3分钟，以降低失势猜疑，史称“常委电视打卡” 微博中私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['中国中央电视台', '中共中央政治局']",[],0,2,0
1360,2012年4月6日,目前已经将“锦涛”等词加到自动私密了，大家审核时务必保证先看自动私密，没有问题的内容第一时间放出去。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1362,2012年4月6日,"网管办坚持要求下午下发的领导人变形词要加为禁止发布 经请示蒋XX 加了一部分变体很明显的词为禁止发布,具体词贾XX已发邮件",['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1363,2012年4月7日,微博中提到纪念方励zhi的内容，提及民主的止，悼念的止，涉及64的处理，见到特殊变体样本及时清理并发给负责人。已加自动私,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1364,2012年4月7日,全城热吻的同性恋活动，涉及北京的见到私密；[URL] 此人连续发布此内容，已加先审，审核注意,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1365,2012年4月7日,山东德州发生上千回民袭击汉族村事件。当地回族青年涉嫌在邻村中学门外调戏汉族女生，遭村书记喝止后，召集上千族人闯村行凶，手持刀棍四处破坏，打砸多间民房、商店，包括警车在内的多辆车被掀翻，有村民阻止时被打，约20人受伤，到场处理的官员也被打断腿。 此内容见到私密，已加关键词，重要用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['山东德州'],0,0,1
1366,2012年4月7日,此图看到直接删除 4.14北京快闪行动倡议 发的用户后台看一下私删，要是超过20的话，直接审了。重要用户上报负责人处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1367,2012年4月8日,网管办要求清理微博中方。励之相关内容，全部私密处理。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1368,2012年4月8日,周立波就应该这样骂中国垃圾领导人 相关内容私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['周立波'],1,[],0,0,0,[],0,0,['周立波'],[],['中国'],1,0,1
1369,2012年4月9日,微博中有讨论有飞机频繁在市中心低空飞行至南苑机场的内容，见到私密处理，重要用户上报负责人。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1370,2012年4月9日,转发理由：央视网报道，江泽民曾对华莱士说：“风波中，我们理解学生的热情”，“况且坦克停了下来，没有从这个年轻人身上压过去。” 这个内容见到私密。只发新闻连接不发这个内容的不处理。另外注意华莱士去世联系老江的内容,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['老江', '江泽民']",1,0,0,0,0,0,0,0,0,0,1,[],0,0,[],0,[],0,0,0,[],0,0,"['江泽民', '华莱士', '老江']",['央视网'],[],3,1,0
1371,2012年4月9日,段子：上联：短裙恰能遮美臀;下联：齐B方可镇干爹;横批：人大代婊 微博中私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['方可镇'],['人大代婊'],[],1,1,0
1372,2012年4月9日,长期工作：审核中若发现最新涉政类谣言，一定在处理的同时上报负责人，不要直接处理不上报，这个工作以后长期执行，直到18大结束。负责人接到审核同事上报的谣言样本之后，1、添加关键字，根据谣言的恶劣程度以及重要程度判断是否加自动手段。2、添加屏蔽词，以及百度过滤词，根据情况组织清理。3、根据流程及时短信电话报备。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['百度'],[],0,1,0
1376,2012年5月17日,[CODE] @冬眠熊哥 重大新闻：三个老党员要求十捌大代表及新中委财产公开，为此致中 央公开 信，由原陕西省委第一书记马文瑞之女、原中统部局长马晓力领衔，授权我发布。见长博：,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['马文瑞', '马晓力']",['统部局长'],['陕西'],2,1,1
1375,2012年5月17日,需要处理的例子：【新加坡开法拉利撞死人的官二代】百度百科：马凯，男，汉族，１９６５年８月加入xxx，参加工作，中国人民大学政治经济学系政治经济学专业毕业，研究生学历，经济学硕士学位。现任中共中央委员，国务委员、国务院党组成员兼国务院秘书长，国务院西部地区开发领导小组办公室主任，兼任国家行政学院院长,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['马凯'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['新加坡'],1,0,0,[],0,0,['马凯'],"['国家行政学院', '国务院党组', '中国人民大学政治经济学系', '百科', '中共中央', '国务院', '百度']",[],1,7,0
1373,2012年5月17日,中共16位老党员联署上书党中央，要求将中央政治局常委周永康免职，以及免去中宣部部长刘云山的职务。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['周永康', '刘云山']",1,0,0,0,0,0,0,1,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['刘云山', '周永康']","['中宣部', '中央政治局', '中共']",[],2,3,0
1374,2012年5月17日,据传，在新加坡携夜店坐台小姐飙车、闯红灯，导致3死1伤事故的四川籍富豪马弛是：国务委员、国务院副秘书长马凯的儿子！新闻报道不是说是富豪吗？明明就是权贵吧？求证实，求辟谣 这个内容都私密。新闻链接 [URL]；[URL],[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['马凯'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,['马弛'],1,['新加坡'],1,0,0,[],0,0,"['马凯', '马弛']",['国务院'],['台'],2,1,1
1380,2012年5月18日,上海发布的评论单审的时候注意，现在尺度放开一些 ，只要不是攻击领导人、攻击政府的、猜测十八大的都可以放,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府', '攻击.*领导人']",1,1,0,1,1,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['上海'],0,0,1
1381,2012年5月18日,此图见到普删V私，重点用户上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1382,2012年5月18日,在博讯截获一条信息：周永康“落选”十八大代表 证实因薄熙来失权。[URL] 已经设置关键词过滤屏蔽，并安排清理了。 已上报网监，审核中见到私密，重要用户上报负责人。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,"['薄熙来', '周永康']",1,0,0,0,1,0,0,1,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['薄熙来', '周永康']",[],[],2,0,0
1379,2012年5月18日,【赖昌星涉嫌走私行贿一审被判无期徒刑】这个内容注意转发和评论，借此讽刺攻击党和政府、牵扯到领导人的坚决处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府', '攻击.*领导人']",1,1,1,1,1,0,['赖昌星'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['赖昌星'],[],[],1,0,0
1377,2012年5月18日,今天上午9时，中国共产党上海市第十次代表大会在世博中心开幕.此事注意转发和评论，调侃讽刺和攻击领导人以及上海市政府的，猜测十八大的都处理，此事从严处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府', '攻击.*领导人']",1,1,0,1,1,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['中国共产党'],['上海市'],0,1,1
1378,2012年5月18日,关于北京日报的内容，今天负面比较多，审核还是按照之前的标准，处理攻击北京日报、梅宁华的，以及借此攻击政府、领导人、要求中国官员公布财产的，一般批评的可以上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府', '攻击.*领导人']",1,1,0,1,1,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['北京日报'],"['梅宁华', '中国']",0,1,2
1390,2012年5月19日,网监要求关于“云南巧家爆炸案两名死者遗体被勒令明日前火化”的内容，微博内禁止转发。小用户发的止处理，发现媒体、重要用户发的给北京同事做禁止转发。借此攻击政府制度的私密。,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府', '攻击.*制度']",1,1,0,1,0,1,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['云南巧家'],['北京'],0,1,1
1394,2012年5月19日,网管办关于5月20日马英九就职并演讲一事的报道要求：(1)马英九就职演讲报道，只转载新华社、中国台湾网相关稿件，有关马英九就职演讲的评论只用中央主要新闻媒体的稿件。各网不得自行编发消息，严禁文字、图片、视频直播，严禁传播转载台湾等境外媒体音频、视频、报道。(2)加强对论坛、博客、微博等互动环节管理，严禁在以上环节直播、录播演说的音频、视频，网友上传的要删除，严重违规的封帐号。微博上一些涉台帐号如果直播或传播相关内容，要私密、删除。(3)各网提高新闻编审把关等级，对网管办要求要令行禁止。(4)对论坛、博客、微博等互动环节加大审核力度，及时删除相关内容、音频、视频，及时删除借机攻击大陆制度的言论，防止所谓[台湾选举|价值观]]的传播。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*制度']",1,1,0,0,0,1,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['台湾'],1,0,0,[],0,0,['马英九'],"['中央', '新华社', '中国台湾网']",['大陆'],1,3,1
1393,2012年5月19日,有网友声称人肉出了微博中炫富的用户“杨紫璐”的干爹，是浙江省委党校副校长马力宏，这个内容见到私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['马力宏', '杨紫璐']",['浙江省委党校'],[],2,1,0
1392,2012年5月19日,宝鸡政府网站今天被黑，相关内容私密。发图的删除。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['宝鸡政府'],[],0,1,0
1391,2012年5月19日,传陈光诚北京时间今天12点53分离开朝阳医院，将搭乘下午3点45分由北京直达纽约的班机飞往美国。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,['美国'],1,1,0,[],0,0,[],[],"['纽约', '北京']",0,0,2
1389,2012年5月19日,"外交部发出紧急通告今日下午17时关闭中国驻朝大使馆，延边自治州17时12分关闭了中朝友谊发电厂。公安部通告全省各自治州冻结朝鲜在华资产，长春地方强行关闭朝鲜驻东北地区总领事馆。民政部通电全国各省市停止援助朝鲜物资。晚8时解放军驻延庆65334（10师）进入二级战备状态，空军61航空团飞行待命。 谣言,见到私密。",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['外交部', '解放军', '民政部', '空军61航空团']","['延庆', '延边自治州', '朝鲜', '长春', '中', '中国', '华', '朝']",0,4,8
1395,2012年5月19日,#北京突发#【王府井裸奔事件】5月19日14点40，王府井裸奔男，保安和几个男子追着打着这名裸奔男，一个保安拿这块绿色遮羞布。[CODE] 说这个事的和有这个图的都处理掉。图片隐去,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京'],0,0,1
1388,2012年5月19日,"网监通知。近日网上出现关于""云南晋宁连环失踪案""的谣言，请各单位根据下面样本，自拟关键词在微博、贴吧、论坛中等交互式栏目 采取过滤、屏蔽等措施。谣言样本；样本一：警方 张永明家 搜出 几大箱子人的白骨；样本二： 发现 浸泡在水缸里 受害人韩耀；样本三： 张永明 将韩耀分尸；样本四：张永明家 厨房的墙壁 挂着几条腌好的人腿；样本五： 杀人狂张永明 杀人吃肉；样本六：在集市 人肉当驼鸟肉叫卖；样本七：张永明家中 老井中 荒芜的 白骨80余具；样本八：他将人分尸以后会把内脏及皮和一些身体的部分给他养的那条狗吃，自己则挑些好点的肉留着自己吃，缺钱的时候还会把肠子当做猪肠子拿去市场销售，赚钱。这个内容清一下，主要是说这个人吃人肉的，有就处理。云南晋宁失踪青少年逾十人 这个有新闻，只清理说他吃人的",['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['张永明'],"['论坛中等交互式', '云南晋宁']",[],1,2,0
1386,2012年5月19日,现任中/央-政-法/委书记全票当选十八大代表 这个发现有媒体或大V用户发的，请发给我禁止评论,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1385,2012年5月19日,马凯的的内容再发现直接删除，重要用户上报,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,['马凯'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['马凯'],[],[],1,0,0
1384,2012年5月19日,戒严23周年的内容，加了一批自动私，大家审核发现没有关键词的，或者没进自动私的，发给我加关键词,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1383,2012年5月19日,再过三个小时，是电视宣布实施戒严23周年，也是俺走上反动道路23周年，呵呵。 64相关的，见到私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1387,2012年5月19日,说万盛有人闹事的都处理。重要用户报一下,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1396,2012年5月19日,这是马凯，大家审核时注意,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['马凯'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['马凯'],[],[],1,0,0
1406,2012年5月23日,周家族靠帮人打黑官司、卖司法系统的官职等疯狂敛财，家族成员都成为大富豪，在中国大陆及海外拥有大量房产，在海外银行也有大量存款。 知情者说，大陆政法委系统卖官鬻爵、拉帮结伙、党同伐异已经到了疯狂的地步。以天津公安局为例，据说三十万就能买个副处长，半年来已卖了近千名。私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['周家族', '党同伐异']","['大陆政法委', '天津公安局']",['中国大陆'],2,2,1
1405,2012年5月23日,我在这里: #乐天玛特(洋桥店)#马家堡东路警民纠纷，警车出动不下二十量，警察就更多了，传说是因为查处黑摩的，群众反抗围堵一辆警车，后来警车开动把群众撞了，结果事态就搞成现在的样子啦。马家堡警民冲突事件，网监要求清理，审核时私密,['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['马家堡'],0,0,1
1404,2012年5月23日,"""晋宁杀人案""相关谣言审核时注意，造谣生事，借此攻击政府，煽动闹事的都处理。例如：云南食人魔吞逾20少年 眼球泡酒家挂腿肉。云南杀人案事件，一般用户转新闻的都止处理，已经加了自动止了，公安部亲自在盯着此事，先控制一下。新闻：继５月初派出刑事专家工作组后，21日，公安部派出督察组，赴昆明晋宁调查多人失踪案。到目前为止，接报失踪人员已增至17人。此前警方抓获一名嫌犯张永明。据一失踪少年的家长称，警方在张永明家中及附近挖出了至少5具遗体。张永明1978年曾因杀人碎尸被判无期徒刑，1997年出狱。",[],0,0,0,[],0,0,0,0,['煽动'],1,0,1,[],0,0,"['攻击', '攻击.*政府', '攻击.*公安']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['张永明'],"['刑事专家工作组', '晋宁']","['云南', '昆明']",1,2,2
1408,2012年5月23日,干露露露点图，私密处理。图片隐去,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
1407,2012年5月23日,最近有人发起“黑一黑课本上的人造英雄”、“黑掉课本英雄”等行动，对江姐、雷锋、刘胡兰、邱少云、张海迪、赖宁等英雄模范人物予以恶毒攻击、丑化、抹黑。请立即查删，网站不得设置“热门话题”予以推荐。对积极参与的账号，一律关闭。审核的同事审核时见到关于这些人的内容，尽量手严些，一般小用户说的可以直接私密，大用户发的可以先止一下然后上报负责人处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,['攻击'],1,1,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['张海迪'],1,[],0,0,0,[],0,0,"['张海迪', '邱少云', '赖宁', '江姐', '刘胡兰']",[],[],5,0,0
1403,2012年5月23日,刚从一豪宅出，人说前总理之女@李小林 的房子就在这里，市值一亿左右，地址是上海浦东新区芳甸路九间堂。请父亲没留下什么钱财从底层爬上高管的@李小林 正面回应，辟谣或公布财产以白天下! 私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['李小林'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['李小林'],[],"['上海', '浦东']",1,0,2
1402,2012年5月23日,添加了一批关于共产党，共党，中共的组合自动私密关键词。审核中注意谩骂和攻击党和政府的内容，严格处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府']",1,1,1,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['共产党', '共党', '中共']",[],0,3,0
1400,2012年5月23日,【 韩志国：三分之一现象 】1、政协委员：三分之一是演艺明星，三分之一是亿万富翁，三分之一是权贵后代。2、人大代表：三分之一是裸官，三分之一是学霸，三分之一是靓女。3、高级干部：三分之一是组织部出身，三分之一是共青团干部，三分之一是领导秘书。 该段子网管办要求清理，见到私密处理，已经添加审核词和自动私密关键字，重要用户上报负责人。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['韩志国'],1,[],0,0,0,[],0,0,['韩志国'],"['共青团', '组织部', '人大']",[],1,3,0
1399,2012年5月23日,李彤短信通知：云南晋宁案请转公安部工作组通稿不开评论、不开专题、不加相关链接，微博删除质疑和杀人细节的信息！,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['李彤'],['云南晋宁案'],[],1,1,0
1398,2012年5月23日,今晚9点新浪微博快闪。主题：自由郭玉闪。微博中相关内容私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['郭玉闪'],1,0,[],0,[],0,0,0,['新浪'],1,1,['郭玉闪'],['新浪'],[],1,1,0
1397,2012年5月23日,网管办要求：5月23日，广西一艘渔船被印尼炮艇抓扣，微博目前尺度是新闻出来之前一律私密处理，重要用户上报负责人，审核中发现新闻也及时上报。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['印尼'],1,0,0,[],0,0,[],[],['广西'],0,0,1
